ImportedOrNot,YearOfRegistration,Transmission,Fuel,Dist_travelled,Safetyscore,InitialBuyingPrice,SellingPrice
0,2004,SemiAuto,Petrol,27400,2,510000,45000
0,2004,SemiAuto,Diesel,34500,2,510000,88000
0,2009,Manual,Petrol,34200,5,650000,64000
0,2008,SemiAuto,Diesel,22400,2,630000,123000
0,2004,Manual,Petrol,31400,5,240000,42000
0,2009,SemiAuto,Petrol,32200,3,330000,78000
0,2004,SemiAuto,Diesel,14400,8,670000,112000
0,2008,SemiAuto,Diesel,21500,3,570000,53000
0,2009,Manual,Petrol,31700,8,810000,126000
0,2009,Manual,Petrol,17600,6,490000,70000
0,2006,SemiAuto,Diesel,34900,7,710000,101000
0,2007,SemiAuto,CNG,13400,5,610000,63000
0,2004,Manual,CNG,20900,3,500000,113000
0,2006,Manual,CNG,14500,4,350000,53000
0,2003,Manual,Petrol,24900,8,840000,132000
0,2008,Manual,Petrol,20500,7,900000,65000
0,2004,Manual,Diesel,22800,8,590000,125000
0,2007,Manual,Petrol,32500,5,600000,122000
0,2004,SemiAuto,Petrol,27000,4,590000,102000
0,2003,Manual,Petrol,26400,2,360000,89000
0,2009,SemiAuto,Diesel,19600,5,310000,70000
0,2005,Manual,Diesel,12400,4,470000,108000
0,2009,SemiAuto,Diesel,30000,8,530000,121000
0,2007,Manual,Petrol,24200,6,670000,47000
0,2006,SemiAuto,Petrol,25600,6,590000,96000
0,2006,Manual,Diesel,28900,4,280000,106000
0,2007,Manual,Diesel,17700,6,310000,80000
0,2006,SemiAuto,Diesel,19900,6,530000,107000
0,2004,SemiAuto,Diesel,12600,7,830000,88000
0,2005,Manual,Petrol,22000,3,380000,82000
0,2007,Manual,Petrol,16700,3,520000,64000
0,2008,SemiAuto,Petrol,34800,4,580000,117000
0,2008,Auto,Diesel,33700,8,1150000,168000
0,2008,SemiAuto,Petrol,25100,3,580000,102000
0,2009,Manual,CNG,19000,3,500000,45000
0,2007,Auto,CNG,32700,4,1130000,77000
0,2009,Manual,Diesel,17700,6,410000,115000
0,2008,Manual,Petrol,19300,7,760000,139000
0,2009,SemiAuto,Diesel,24000,5,670000,108000
0,2009,SemiAuto,Diesel,32800,2,630000,75000
0,2004,Manual,Diesel,17700,2,700000,87000
0,2009,SemiAuto,Petrol,20600,3,400000,82000
0,2009,Auto,Diesel,16200,3,730000,96000
0,2005,SemiAuto,Diesel,29100,5,680000,70000
0,2008,SemiAuto,CNG,22800,8,730000,69000
0,2005,SemiAuto,Diesel,31900,3,280000,90000
0,2005,SemiAuto,Diesel,18100,3,240000,45000
0,2005,Auto,Diesel,24000,7,1010000,91000
0,2007,Manual,Petrol,19600,5,260000,45000
0,2004,SemiAuto,Petrol,21700,3,540000,73000
0,2009,SemiAuto,Diesel,22300,7,710000,76000
0,2008,SemiAuto,Diesel,30700,3,230000,65000
0,2006,SemiAuto,CNG,22300,2,480000,95000
0,2005,Manual,Petrol,25700,5,220000,59000
0,2007,Manual,CNG,24500,8,580000,135000
0,2007,SemiAuto,CNG,16900,3,390000,51000
0,2009,SemiAuto,Petrol,17900,5,250000,61000
0,2008,SemiAuto,Diesel,16700,6,260000,58000
0,2007,Manual,Petrol,22800,3,520000,106000
0,2004,SemiAuto,Diesel,21800,8,730000,105000
0,2006,SemiAuto,Diesel,14500,3,490000,126000
0,2008,SemiAuto,Diesel,21900,8,730000,81000
0,2011,SemiAuto,CNG,14100,8,580000,130000
0,2008,SemiAuto,Diesel,19600,6,630000,70000
0,2009,Manual,Petrol,29300,5,470000,123000
0,2007,Manual,Diesel,11200,7,600000,138000
0,2005,SemiAuto,Diesel,27800,7,800000,114000
0,2004,Manual,Diesel,33700,6,350000,123000
0,2005,Manual,Petrol,16600,8,680000,142000
0,2006,Manual,Petrol,20700,4,470000,105000
1,2007,SemiAuto,Diesel,30500,7,490000,86000
0,2006,SemiAuto,Diesel,33000,6,420000,98000
0,2006,Manual,Petrol,24900,2,220000,67000
0,2004,SemiAuto,Diesel,13100,6,450000,77000
0,2005,SemiAuto,Diesel,32200,3,640000,104000
0,2005,SemiAuto,Diesel,25700,6,440000,76000
0,2005,SemiAuto,Petrol,32100,5,670000,101000
0,2005,Manual,Petrol,13300,4,510000,111000
0,2004,Auto,Diesel,20100,2,1050000,133000
0,2009,SemiAuto,Diesel,15400,6,380000,47000
0,2009,SemiAuto,Petrol,21000,6,390000,79000
0,2005,SemiAuto,Diesel,15500,7,480000,114000
0,2005,Auto,Diesel,27300,3,850000,146000
1,2004,Auto,Diesel,14000,3,630000,139000
0,2003,Manual,Petrol,31500,2,670000,54000
0,2006,SemiAuto,Petrol,23900,4,570000,84000
0,2006,SemiAuto,Diesel,33600,6,450000,113000
0,2004,SemiAuto,Diesel,30600,6,440000,52000
0,2004,Manual,Petrol,26000,3,490000,73000
0,2005,Manual,Diesel,31500,4,650000,49000
0,2006,Auto,CNG,31900,7,1050000,94000
0,2005,Manual,Diesel,31100,3,270000,73000
0,2005,SemiAuto,Petrol,26900,6,630000,114000
0,2008,SemiAuto,Petrol,18200,6,290000,130000
0,2008,Manual,Diesel,15800,5,270000,70000
0,2007,Manual,Petrol,35000,7,570000,61000
0,2011,SemiAuto,CNG,13000,8,700000,134000
0,2009,SemiAuto,Diesel,16500,6,250000,87000
0,2009,Manual,Petrol,21200,2,660000,129000
0,2004,Auto,Petrol,22400,6,1140000,68000
0,2007,Manual,Petrol,11100,8,630000,97000
0,2005,Manual,Petrol,30400,5,390000,121000
0,2003,Manual,Petrol,22800,5,540000,92000
0,2009,SemiAuto,Diesel,31800,6,680000,51000
0,2008,Manual,Diesel,15900,6,700000,85000
0,2009,SemiAuto,Diesel,27900,7,660000,142000
0,2008,SemiAuto,Diesel,13400,7,520000,61000
0,2007,Manual,Petrol,33400,2,370000,58000
0,2008,SemiAuto,Diesel,16300,5,480000,106000
0,2004,SemiAuto,Petrol,19600,7,730000,92000
0,2007,SemiAuto,CNG,22100,2,430000,81000
0,2008,Manual,Diesel,23300,5,530000,65000
0,2004,SemiAuto,Diesel,24500,4,220000,130000
0,2005,Manual,Petrol,12200,2,500000,33000
0,2005,Manual,Petrol,26600,6,570000,76000
0,2006,Manual,Diesel,15100,6,350000,85000
0,2007,SemiAuto,Diesel,12300,4,500000,34000
0,2006,Manual,Diesel,19300,2,440000,62000
0,2004,Auto,Petrol,32300,7,1370000,96000
1,2009,Autto,Diesel,20000,5,300000,46000
0,2003,Manual,Petrol,22500,5,270000,48000
0,2004,Manual,Diesel,25500,6,640000,95000
0,2006,Manual,Diesel,14100,2,380000,101000
0,2005,SemiAuto,Diesel,21500,3,630000,103000
0,2009,SemiAuto,CNG,17300,4,310000,63000
0,2007,Manual,Petrol,24600,2,260000,46000
0,2005,SemiAuto,Diesel,33600,2,420000,51000
0,2007,Manual,Diesel,23900,3,410000,79000
0,2007,SemiAuto,Petrol,19800,7,740000,147000
0,2008,SemiAuto,Diesel,19300,4,270000,121000
0,2008,Manual,Petrol,21700,7,930000,75000
0,2007,Manual,Petrol,26600,7,900000,129000
0,2005,SemiAuto,Diesel,22800,6,700000,79000
0,2005,SemiAuto,Diesel,28100,6,520000,82000
0,2006,Manual,Petrol,20300,8,650000,114000
0,2004,SemiAuto,Diesel,26800,5,680000,111000
0,2007,Manual,Diesel,30900,5,420000,47000
0,2007,Manual,Petrol,27800,3,420000,66000
0,2007,SemiAuto,Diesel,21100,7,500000,87000
0,2007,Manual,Petrol,13600,5,420000,88000
0,2009,Manual,Petrol,14200,8,940000,99000
0,2005,SemiAuto,Diesel,26800,8,630000,141000
0,2004,Manual,Diesel,20200,2,640000,75000
0,2007,SemiAuto,CNG,31600,8,810000,118000
0,2009,Manual,Diesel,15000,8,630000,143000
0,2004,SemiAuto,Diesel,17200,7,540000,137000
0,2008,SemiAuto,Diesel,32800,7,630000,65000
0,2004,Manual,Petrol,31500,3,690000,88000
0,2008,Manual,Petrol,15400,5,300000,128000
0,2009,Manual,CNG,16700,2,630000,46000
0,2004,Manual,Diesel,27000,7,540000,98000
0,2005,SemiAuto,Diesel,22200,2,310000,65000
0,2008,SemiAuto,Diesel,17400,6,480000,85000
0,2009,SemiAuto,Diesel,27600,5,250000,53000
0,2005,Manual,Diesel,20000,2,630000,46000
0,2004,SemiAuto,Diesel,28500,2,430000,82000
0,2009,Manual,Diesel,19100,7,920000,138000
0,2005,Manual,Diesel,31700,6,530000,76000
0,2007,SemiAuto,CNG,28800,3,410000,65000
0,2005,SemiAuto,Diesel,28500,3,520000,49000
0,2008,SemiAuto,CNG,23800,3,570000,49000
0,2008,SemiAuto,Diesel,27700,6,210000,55000
0,2005,SemiAuto,Petrol,17500,7,710000,117000
0,2007,Manual,Petrol,29800,4,570000,85000
0,2006,Manual,Diesel,31500,8,790000,101000
0,2005,Manual,Petrol,29600,6,600000,50000
0,2009,Manual,Petrol,23200,2,300000,66000
0,2009,SemiAuto,CNG,22200,8,590000,123000
0,2004,SemiAuto,Diesel,19900,2,540000,112000
0,2005,SemiAuto,Diesel,13600,6,450000,50000
0,2009,Manual,Diesel,15800,5,450000,47000
1,2007,SemiAuto,Diesel,33600,7,760000,69000
0,2009,SemiAuto,Diesel,13400,4,700000,49000
0,2006,Manual,Petrol,15800,4,600000,65000
0,2004,Manual,Diesel,27800,6,310000,106000
0,2009,Manual,Diesel,10400,6,410000,59000
0,2008,SemiAuto,Petrol,25800,8,880000,137000
0,2005,SemiAuto,Petrol,11300,4,410000,118000
0,2008,Manual,Petrol,27600,8,820000,144000
0,2008,SemiAuto,CNG,14300,8,890000,132000
0,2004,SemiAuto,Diesel,30300,5,640000,88000
0,2005,SemiAuto,CNG,27900,6,400000,52000
0,2005,SemiAuto,Petrol,32500,6,530000,108000
0,2007,Auto,Petrol,34800,8,1410000,108000
0,2006,SemiAuto,Diesel,24400,7,750000,88000
0,2009,Manual,Diesel,23100,4,300000,96000
0,2006,Manual,CNG,12400,4,620000,47000
0,2004,Manual,Petrol,27100,6,660000,97000
0,2007,Manual,Petrol,28400,8,600000,139000
0,2007,Manual,Petrol,23000,3,220000,94000
0,2009,Manual,Petrol,20500,6,290000,97000
0,2005,SemiAuto,Petrol,17100,4,500000,87000
0,2009,SemiAuto,Petrol,26600,3,500000,97000
0,2007,SemiAuto,CNG,31200,3,370000,115000
0,2009,Manual,CNG,22700,4,670000,91000
0,2006,SemiAuto,Diesel,35000,7,660000,78000
0,2004,SemiAuto,Diesel,12800,8,720000,77000
0,2008,SemiAuto,Petrol,17900,4,310000,126000
0,2006,SemiAuto,Petrol,21400,5,650000,42000
0,2009,SemiAuto,Diesel,21200,2,660000,52000
0,2008,Manual,CNG,15400,7,940000,122000
0,2004,Manual,Petrol,10200,7,490000,74000
0,2004,Manual,Petrol,10500,7,600000,136000
0,2006,SemiAuto,Diesel,13400,6,410000,111000
0,2008,SemiAuto,Diesel,23300,4,490000,94000
0,2009,SemiAuto,Petrol,29100,4,230000,99000
0,2007,SemiAuto,CNG,16900,6,330000,90000
0,2007,SemiAuto,Diesel,18700,2,430000,48000
0,2008,Manual,Petrol,21800,4,580000,110000
0,2006,Manual,Diesel,20800,6,310000,107000
0,2004,SemiAuto,CNG,13700,6,370000,57000
0,2006,SemiAuto,Petrol,22300,7,730000,114000
0,2007,SemiAuto,CNG,11000,4,490000,106000
0,2009,SemiAuto,Diesel,29300,3,610000,110000
0,2009,SemiAuto,Diesel,32000,8,790000,99000
0,2006,Auto,Diesel,14500,2,1000000,145000
0,2009,SemiAuto,Diesel,15400,3,520000,112000
0,2007,Manual,Petrol,31500,6,350000,79000
0,2006,Manual,Petrol,26800,6,270000,61000
0,2008,Manual,Petrol,30300,5,490000,65000
0,2004,SemiAuto,Petrol,29700,8,620000,68000
0,2009,SemiAuto,Diesel,34400,8,470000,123000
0,2009,SemiAuto,Diesel,32800,5,200000,44000
0,2007,Manual,CNG,16200,4,490000,127000
1,2005,Auto,Petrol,26400,3,630000,139000
0,2006,Manual,Diesel,19300,3,670000,101000
0,2004,SemiAuto,CNG,32500,8,770000,113000
0,2007,Manual,Petrol,12700,8,560000,135000
0,2009,Auto,Diesel,32100,4,1150000,145000
0,2006,SemiAuto,CNG,31700,6,290000,128000
0,2005,SemiAuto,Petrol,31000,4,570000,103000
0,2006,SemiAuto,Diesel,23600,8,640000,115000
1,2006,SemiAuto,Petrol,32700,8,830000,103000
0,2006,Manual,Petrol,33800,6,270000,108000
0,2009,Manual,Petrol,29700,4,340000,83000
0,2009,SemiAuto,Diesel,21000,8,640000,99000
0,2008,Manual,Diesel,23000,3,480000,51000
0,2004,Manual,Petrol,27900,7,830000,120000
0,2007,Manual,CNG,29700,6,640000,96000
0,2006,Auto,Petrol,16900,7,1010000,112000
0,2005,SemiAuto,Diesel,11400,4,440000,37000
0,2009,Manual,Diesel,31900,8,490000,78000
0,2008,Manual,Diesel,15400,5,210000,50000
0,2009,SemiAuto,Diesel,27900,6,620000,121000
0,2008,Manual,Diesel,27100,8,630000,112000
0,2005,SemiAuto,Petrol,19600,6,660000,129000
1,2007,Auto,Petrol,10500,5,920000,134000
0,2008,SemiAuto,CNG,27600,7,690000,141000
0,2006,SemiAuto,Diesel,28800,3,310000,49000
0,2006,Manual,CNG,29300,7,450000,110000
0,2008,Manual,Petrol,19900,7,470000,85000
1,2004,SemiAuto,Diesel,10600,4,560000,36000
0,2005,SemiAuto,Petrol,28800,7,480000,66000
0,2007,SemiAuto,Diesel,26900,4,440000,72000
0,2009,Manual,Petrol,10600,5,270000,77000
0,2007,SemiAuto,Diesel,18600,6,260000,91000
0,2005,Manual,Petrol,27400,7,610000,92000
0,2008,Manual,Petrol,21700,5,280000,42000
0,2004,Manual,Petrol,10100,2,690000,59000
0,2007,Manual,CNG,23700,4,510000,114000
0,2005,Manual,Petrol,17900,7,860000,121000
0,2008,SemiAuto,Diesel,33900,3,530000,119000
0,2005,Manual,Diesel,25300,4,300000,84000
0,2007,SemiAuto,Diesel,12600,4,510000,32000
0,2009,Manual,CNG,23400,7,530000,87000
0,2004,Manual,Petrol,28700,7,790000,149000
0,2004,Manual,Petrol,22100,3,310000,64000
0,2005,Manual,Diesel,33200,6,300000,87000
0,2007,SemiAuto,CNG,22000,3,420000,97000
0,2005,SemiAuto,Diesel,33600,5,540000,95000
0,2006,Manual,Diesel,22500,2,660000,76000
0,2009,Manual,Diesel,18800,6,470000,102000
0,2004,Manual,Diesel,18200,8,880000,63000
0,2006,Manual,CNG,18400,4,330000,63000
0,2004,Manual,Diesel,15400,5,250000,84000
0,2004,SemiAuto,Petrol,21000,2,220000,116000
0,2005,Manual,Petrol,18400,6,610000,55000
0,2007,SemiAuto,Diesel,11400,4,420000,57000
0,2011,SemiAuto,Petrol,31600,3,340000,122000
0,2007,SemiAuto,Diesel,28900,8,670000,104000
0,2008,SemiAuto,Diesel,25100,8,820000,69000
0,2005,Auto,Diesel,30500,5,780000,114000
0,2004,Auto,Diesel,13100,2,840000,76000
0,2005,SemiAuto,Diesel,30800,6,630000,120000
0,2008,SemiAuto,Diesel,30000,6,340000,47000
0,2006,SemiAuto,CNG,12500,6,450000,36000
0,2008,SemiAuto,Diesel,19900,8,730000,133000
0,2004,SemiAuto,Petrol,34100,6,360000,125000
0,2011,Auto,CNG,32800,4,810000,101000
0,2005,SemiAuto,Diesel,10800,5,670000,56000
0,2006,SemiAuto,Diesel,23800,4,370000,119000
0,2008,Manual,Petrol,25300,8,830000,104000
0,2006,Auto,Diesel,14800,8,1050000,114000
0,2007,SemiAuto,Petrol,10000,2,340000,114000
0,2007,Manual,Diesel,11800,8,630000,102000
0,2006,SemiAuto,Diesel,11700,7,910000,82000
0,2008,Manual,Diesel,28600,6,500000,110000
0,2007,SemiAuto,Diesel,27300,7,780000,93000
0,2009,SemiAuto,Petrol,28100,2,530000,89000
0,2009,Manual,Diesel,23300,4,650000,82000
0,2009,SemiAuto,Diesel,18100,3,380000,54000
0,2005,Manual,Petrol,26600,3,670000,100000
0,2007,Manual,Petrol,34900,4,690000,80000
0,2007,SemiAuto,Diesel,12600,5,550000,65000
0,2006,Manual,Petrol,13900,6,410000,97000
0,2004,SemiAuto,Diesel,24600,8,700000,80000
0,2007,Manual,Petrol,19800,4,440000,84000
0,2009,Manual,Diesel,29300,2,260000,98000
0,2009,Manual,Diesel,28300,8,930000,68000
0,2009,Manual,Petrol,26300,8,840000,72000
0,2004,Manual,CNG,34000,8,550000,130000
0,2008,SemiAuto,Petrol,27700,2,550000,124000
0,2006,SemiAuto,Diesel,31600,3,470000,79000
0,2005,Manual,Petrol,33600,7,900000,78000
0,2007,SemiAuto,Diesel,16900,8,680000,123000
0,2005,Manual,CNG,33100,8,760000,64000
0,2011,Auto,CNG,25000,5,1130000,77000
0,2008,SemiAuto,Diesel,20700,3,600000,88000
0,2008,SemiAuto,Diesel,22200,5,300000,103000
0,2009,SemiAuto,Diesel,22500,5,670000,64000
0,2004,SemiAuto,CNG,29900,2,680000,95000
0,2007,Manual,Diesel,28700,5,690000,84000
0,2005,Auto,Diesel,24400,7,1090000,125000
0,2004,SemiAuto,Petrol,15600,8,560000,114000
0,2007,Manual,Diesel,12200,2,680000,40000
0,2006,SemiAuto,Petrol,24100,2,230000,75000
0,2005,SemiAuto,Petrol,21000,6,670000,87000
0,2008,Auto,Diesel,18200,7,1380000,160000
0,2007,Manual,Petrol,29600,5,580000,119000
0,2006,Auto,Petrol,31400,6,930000,141000
0,2007,Manual,Diesel,28500,7,480000,90000
0,2007,Manual,CNG,21000,4,250000,51000
0,2009,SemiAuto,Petrol,26100,4,370000,70000
0,2007,SemiAuto,CNG,17700,6,310000,51000
0,2004,SemiAuto,Petrol,23200,4,550000,121000
0,2004,Manual,Petrol,31200,8,610000,84000
0,2004,Manual,Petrol,22800,8,520000,101000
0,2005,SemiAuto,Diesel,31600,6,320000,130000
0,2009,Manual,CNG,13100,2,460000,50000
0,2008,Manual,Petrol,32100,6,510000,82000
0,2007,Manual,Diesel,22000,4,450000,90000
0,2005,SemiAuto,Diesel,15000,7,920000,97000
0,2004,Manual,Petrol,10800,2,320000,87000
0,2009,SemiAuto,Diesel,12100,5,490000,84000
0,2009,Manual,Petrol,19900,6,550000,78000
0,2008,SemiAuto,Petrol,20200,8,540000,80000
0,2009,Manual,Petrol,21100,3,580000,99000
0,2004,SemiAuto,Diesel,16200,3,520000,124000
0,2009,SemiAuto,Diesel,14000,6,670000,72000
0,2005,Manual,Diesel,33500,6,590000,84000
0,2006,Manual,Petrol,13600,7,580000,145000
0,2008,Auto,Diesel,28600,7,1290000,97000
0,2006,Manual,Petrol,25000,8,830000,86000
0,2004,Manual,Diesel,14200,3,240000,93000
0,2004,SemiAuto,Diesel,22700,3,330000,64000
0,2007,Manual,CNG,10900,7,500000,118000
0,2004,Auto,Diesel,18900,5,1040000,110000
0,2004,SemiAuto,Diesel,17000,5,440000,120000
0,2008,SemiAuto,Diesel,21100,5,440000,96000
0,2009,Manual,Petrol,26400,8,550000,134000
0,2008,SemiAuto,Diesel,18900,3,500000,105000
0,2007,SemiAuto,Diesel,12400,7,860000,60000
1,2006,SemiAuto,Diesel,31200,2,410000,61000
0,2005,SemiAuto,Diesel,13900,2,230000,78000
0,2009,SemiAuto,Diesel,13000,3,630000,109000
0,2008,Auto,Diesel,31400,4,860000,115000
0,2004,SemiAuto,Diesel,19100,3,610000,45000
0,2006,SemiAuto,Petrol,12900,7,920000,81000
0,2009,SemiAuto,Diesel,20800,2,490000,44000
0,2006,Manual,Petrol,10900,5,470000,59000
0,2004,SemiAuto,Diesel,17500,8,810000,89000
0,2007,Manual,Petrol,17800,2,330000,119000
0,2009,Manual,Petrol,28200,5,260000,112000
0,2004,SemiAuto,Diesel,13200,8,490000,87000
0,2008,Manual,Diesel,10100,5,580000,82000
0,2005,SemiAuto,Diesel,14800,7,910000,85000
0,2004,SemiAuto,Diesel,33100,3,360000,102000
0,2006,SemiAuto,Diesel,29600,7,800000,67000
0,2009,SemiAuto,Diesel,22100,3,280000,89000
1,2009,Auto,Petrol,13000,7,880000,147000
0,2006,SemiAuto,Diesel,34500,3,460000,101000
0,2006,Auto,Petrol,17500,7,1250000,81000
0,2004,SemiAuto,Diesel,13800,8,580000,84000
0,2005,Manual,Petrol,11600,8,550000,91000
0,2007,Manual,CNG,19200,2,690000,54000
0,2006,SemiAuto,Diesel,16400,4,410000,88000
0,2006,SemiAuto,Diesel,16400,6,460000,124000
0,2008,Auto,Petrol,15100,8,1410000,90000
0,2004,Auto,Petrol,25500,6,920000,89000
0,2007,Manual,Diesel,13300,5,530000,85000
0,2006,Manual,Petrol,19800,5,250000,52000
0,2006,Manual,Petrol,20500,5,650000,54000
0,2004,SemiAuto,Petrol,24100,7,450000,105000
0,2005,SemiAuto,Diesel,20900,4,560000,69000
0,2008,Manual,Diesel,14700,4,650000,44000
0,2008,Manual,Petrol,21600,2,630000,103000
0,2007,SemiAuto,Diesel,26700,5,650000,55000
0,2007,SemiAuto,Diesel,34300,4,420000,71000
0,2007,SemiAuto,Diesel,23600,3,430000,123000
0,2009,Auto,Petrol,25800,5,770000,86000
0,2007,SemiAuto,Diesel,23200,4,420000,87000
0,2009,Manual,Petrol,16800,6,480000,123000
0,2005,Manual,Petrol,31600,6,690000,116000
0,2004,Auto,CNG,16000,4,780000,59000
0,2006,SemiAuto,Diesel,23300,7,810000,149000
0,2005,Auto,Petrol,27800,8,1320000,104000
0,2004,Manual,Diesel,10500,4,550000,55000
0,2009,SemiAuto,Petrol,25600,2,500000,84000
0,2007,Manual,Petrol,28400,3,320000,47000
0,2008,Manual,Diesel,23400,8,540000,134000
0,2006,SemiAuto,Petrol,30800,7,850000,118000
0,2005,SemiAuto,Diesel,18000,6,660000,74000
0,2009,SemiAuto,Diesel,10800,5,380000,96000
0,2006,SemiAuto,Petrol,24100,3,400000,123000
0,2008,Manual,Petrol,11100,5,560000,95000
0,2006,SemiAuto,Diesel,20900,4,480000,64000
1,2012,SemiAuto,Petrol,34200,4,480000,121000
0,2009,Manual,Diesel,12700,2,300000,37000
0,2004,Manual,Diesel,28400,6,650000,87000
0,2007,SemiAuto,Diesel,31000,3,370000,93000
0,2006,SemiAuto,Diesel,10100,8,830000,58000
0,2007,Manual,Petrol,30100,8,550000,115000
0,2005,SemiAuto,Petrol,19800,3,390000,103000
0,2008,Manual,Diesel,16500,6,460000,74000
0,2008,Manual,Petrol,19600,2,250000,60000
0,2009,Manual,CNG,10800,5,230000,33000
0,2006,Manual,Diesel,17100,8,760000,77000
0,2007,SemiAuto,Petrol,20700,5,440000,116000
0,2006,SemiAuto,CNG,28300,3,700000,88000
0,2009,SemiAuto,Diesel,19400,5,420000,51000
0,2008,Manual,Petrol,15300,4,540000,73000
0,2005,SemiAuto,Diesel,33100,7,460000,79000
0,2008,Manual,Petrol,11800,2,290000,48000
0,2006,SemiAuto,Diesel,18800,6,610000,63000
1,2008,Auto,Diesel,34000,4,730000,75000
0,2008,SemiAuto,Petrol,23400,7,720000,101000
0,2006,Manual,Petrol,16400,7,620000,81000
0,2007,SemiAuto,Diesel,11900,6,460000,37000
0,2005,Auto,Petrol,19200,2,1180000,97000
0,2006,Manual,Petrol,25800,6,320000,125000
0,2007,Manual,Petrol,11100,2,240000,59000
0,2007,SemiAuto,Petrol,28000,3,690000,111000
0,2009,Manual,Diesel,32000,6,320000,116000
0,2005,Manual,Diesel,15300,5,570000,102000
0,2007,Manual,CNG,20500,6,350000,86000
0,2006,Manual,CNG,33200,3,410000,111000
0,2009,SemiAuto,Diesel,23800,8,860000,82000
0,2007,SemiAuto,Petrol,29100,2,420000,130000
0,2007,Manual,Diesel,15200,6,450000,63000
0,2007,Manual,CNG,34100,5,480000,125000
0,2007,SemiAuto,Diesel,32800,4,560000,57000
0,2006,Manual,Petrol,30400,7,810000,88000
0,2007,SemiAuto,CNG,11000,2,340000,119000
0,2007,Manual,Diesel,28500,4,450000,95000
0,2006,SemiAuto,Diesel,23900,4,620000,83000
0,2009,Manual,Diesel,18500,5,690000,125000
0,2007,Manual,Petrol,20000,4,490000,124000
0,2005,Manual,Petrol,19800,8,710000,63000
0,2009,Manual,Petrol,29100,3,420000,83000
0,2009,Manual,Diesel,35000,8,870000,125000
0,2008,SemiAuto,Diesel,18000,4,250000,87000
0,2006,Manual,Petrol,33200,5,330000,72000
0,2006,Manual,Diesel,33400,4,340000,104000
0,2004,SemiAuto,Diesel,23700,3,570000,54000
0,2006,SemiAuto,Diesel,23000,2,680000,54000
0,2005,SemiAuto,Diesel,21100,7,740000,144000
1,2008,Autto,Diesel,31000,2,570000,120000
0,2004,Auto,Diesel,20400,2,1100000,98000
0,2007,Manual,Diesel,18200,3,470000,55000
0,2004,SemiAuto,Petrol,31900,4,280000,113000
0,2008,Manual,CNG,18400,2,260000,113000
0,2008,SemiAuto,Petrol,31900,5,230000,45000
0,2005,Auto,Petrol,12600,6,1030000,119000
0,2007,Manual,Petrol,21800,3,220000,111000
0,2009,SemiAuto,Petrol,12900,5,590000,60000
0,2004,SemiAuto,Petrol,33500,3,360000,66000
0,2007,Manual,Diesel,34500,2,460000,106000
0,2003,Manual,Petrol,26300,2,500000,52000
0,2009,SemiAuto,Diesel,17700,6,590000,109000
0,2009,Manual,CNG,19700,4,310000,80000
0,2007,Manual,Diesel,29200,5,610000,50000
0,2008,SemiAuto,Diesel,10900,6,330000,69000
0,2007,Manual,Petrol,17600,7,510000,86000
1,2005,Auto,Petrol,19800,7,880000,158000
1,2009,Autto,Diesel,27600,3,480000,111000
0,2008,Manual,Petrol,18200,3,430000,54000
0,2004,Manual,Diesel,24300,8,550000,107000
0,2005,Manual,Petrol,26600,4,250000,53000
0,2006,SemiAuto,Diesel,15600,2,290000,51000
0,2008,SemiAuto,Diesel,23800,2,530000,68000
0,2007,Manual,Petrol,20200,4,640000,63000
0,2007,Manual,Diesel,31100,5,490000,74000
0,2004,Manual,Petrol,27600,5,210000,103000
0,2006,Manual,Petrol,25300,6,520000,105000
0,2004,Manual,Diesel,25000,2,670000,99000
0,2008,SemiAuto,Diesel,12200,3,460000,120000
0,2007,Manual,Petrol,14500,8,840000,96000
0,2006,Manual,Petrol,31800,4,210000,103000
0,2008,SemiAuto,Diesel,15100,7,610000,88000
0,2009,Manual,Diesel,14600,8,680000,112000
0,2007,SemiAuto,Petrol,19700,6,660000,131000
0,2009,Manual,Diesel,12700,7,880000,91000
0,2005,Manual,Diesel,11900,5,590000,88000
0,2009,SemiAuto,Diesel,32500,6,300000,94000
0,2008,Manual,Diesel,11100,2,590000,116000
0,2009,Manual,Petrol,16100,3,500000,103000
0,2004,SemiAuto,Petrol,34200,6,210000,91000
0,2004,Manual,Diesel,16300,6,500000,74000
0,2004,Manual,CNG,11700,8,650000,132000
0,2009,Manual,Petrol,32600,3,690000,115000
0,2009,SemiAuto,Diesel,20700,5,410000,48000
0,2008,SemiAuto,Diesel,10300,5,420000,106000
0,2008,SemiAuto,Petrol,13600,4,600000,121000
0,2004,Manual,Diesel,20300,6,460000,104000
0,2008,Manual,Diesel,27600,2,550000,71000
0,2007,SemiAuto,Diesel,23500,7,540000,62000
0,2005,Manual,Petrol,32300,8,510000,113000
0,2006,Manual,Diesel,34700,6,590000,113000
0,2006,SemiAuto,Diesel,12800,3,600000,52000
1,2012,SemiAuto,Petrol,32600,4,630000,121000
0,2004,Manual,Diesel,14200,5,470000,106000
0,2007,Manual,CNG,29700,4,690000,90000
0,2009,SemiAuto,Diesel,19800,3,210000,73000
0,2007,Manual,Diesel,34200,8,550000,77000
0,2004,Manual,Petrol,24200,6,290000,50000
0,2009,SemiAuto,Diesel,10300,4,250000,32000
0,2007,Manual,Petrol,21100,7,760000,68000
0,2005,SemiAuto,Diesel,16200,2,440000,91000
0,2004,Auto,Petrol,12500,2,950000,123000
