Sr No,Date ddmmyyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investorsxe2x80x99 Name,InvestmentnType,Amount in USD,Remarks
2569,31/08/2015,DropKaffe,Online Coffee Delivery platform,nan,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"300,000",
2570,31/08/2015,Reverie,Language Localization Cloud platform,nan,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"4,000,000",Series A
2571,31/08/2015,Infinite Analytics,Big Data & predictive Analysis Platform,nan,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,N/A,Bridge Round
2574,01/07/2015,Parcelled,Online Logistics Platform,nan,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,N/A,
2575,01/07/2015,Retigence Technologies,Business IT Intelligence Services,nan,Mumbai,Omnivore Partners,Private Equity,N/A,Series A
2576,01/07/2015,Cloudcherry Analytics,CRM / Analytics platform,nan,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,"1,000,000",
2577,01/07/015,HandyHome,Hyperlocal Electronics repair Service,nan,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,"630,000",
2578,01/07/2015,iDreamCareer,Ed-Tech Platform,nan,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,N/A,
2579,01/07/2015,Ola Cabs,Cab rental Mobile app,nan,Bangalore,Ratan Tata,Private Equity,N/A,Personal Investment
2580,01/07/2015,NxtGen,IT infrastructure & Data Center services,nan,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,"13,500,000",Series A
2581,02/07/2015,BankBazaar,Online Financial Services,nan,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,"60,000,000",Series C\\n(More here)
2582,02/07/2015,Gozoomo,Used Car Marketplace,nan,Bangalore,SAIF Partners,Private Equity,"5,000,000",Series A
2583,02/07/2015,Zenatix,Internet of Things platform,nan,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,"161,000",
2584,03/07/2015,CultureAlley,Language Learning App,nan,Jaipur,Tiger Global,Private Equity,"6,500,000",Series A
2585,03/07/2015,Goqii,Mobile Fitness Marketplace,nan,Mumbai,Vijay Shekhar Sharma,Private Equity,N/A,Pre-Series A
2586,03/07/2015,Gingercrush,Custom Merchandize platform,nan,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,"1,000,000",
2587,04/07/2015,Elanic,P2P Pre-owned goods marketplace,nan,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,N/A,
2588,04/07/2015,Stitchwood,Custom Furniture Marketplace,nan,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,"395,000",
2589,05/07/2015,Urban Tailor,Online Tailoring Services,nan,Bangalore,Group of angel investors,Seed Funding,N/A,
2590,06/07/2015,ConfirmtTkt,Rail Ticket Confirmation predictor,nan,Bangalore,Pravin Agarwala & others,Seed Funding,N/A,
2591,06/07/2015,Paper Boat,Ethnic Beverages manufacturer,nan,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,"30,000,000",Series B
2592,06/07/2015,getNow,Hyperlocal Goods marketplace,nan,Nagpur,Atulya Mittal,Seed Funding,N/A,
2593,07/07/2015,Wudstay,Budget Accommodation aggregator,nan,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,"3,000,000",Series A
2594,07/07/2015,Liases Foras,Real Estate Rating & Analysis,nan,New Delhi,DMG information Asia Pacific,Private Equity,"5,000,000",Series A
2595,07/07/2015,Eatlo,Food Delivery platform,nan,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,N/A,
2596,07/07/2015,IndiaLends,Financial Tech,nan,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,N/A,Pre-Series A
2597,08/07/2015,Quinto,Food Discovery App,nan,Pune,Jaydeep Barman,Seed Funding,N/A,
2598,08/07/2015,Saavn,Music Streaming App,nan,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,"100,000,000",Series C
2599,08/07/2015,Flytxt,Big Data & Analytics platform,nan,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,"11,000,000",Series A
2600,08/07/2015,Axtria,Big Data & Analytics platform,nan,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,"30,000,000",Series C
2601,08/07/2015,33Coupons,Coupon Aggregator Platform,nan,Kanpur,Not Disclosed,Seed Funding,"20,000",
2602,08/07/2015,Ampere,Electric Scooter manufacturer,nan,Coimbatore,Ratan Tata,Seed Funding,N/A,
2603,08/07/2015,Hopping Chef,Online Food-Tech Platform,nan,Mumbai,Mirah Hospitality,Seed Funding,"470,000",Strategic Investment
2604,08/07/2015,Collectabillia,Celebrity Fashion Brand,nan,Bangalore,Accel Partners,Private Equity,"7,500,000",Series B
2605,08/07/2015,Lendingkart,Online Finance lending platform,nan,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,"10,000,000",Series A
2606,08/07/2015,Lybrate,Healthcare Mobile App,nan,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,"10,200,000",Series A
2607,08/07/2015,Zoomcar,Self-driven vehicle rental,nan,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,"11,000,000",Series B
2608,09/7/2015,\\xc2\\xa0News in shorts,\\xc2\\xa0News Aggregator mobile app,nan,\\xc2\\xa0Noida,\\xc2\\xa0Tiger Global,Private Equity,"\\xc2\\xa020,000,000",\\xc2\\xa0Series B
2609,09/7/2015,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,nan,\\xc2\\xa0Bangalore,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,"\\xc2\\xa016,200,000",
2610,09/7/2015,\\xc2\\xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,nan,\\xc2\\xa0Gurgaon,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,\\xc2\\xa0N/A,
2611,09/7/2015,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,nan,\\xc2\\xa0New Delhi,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,\\xc2\\xa0N/A,
2612,\\xc2\\xa010/7/2015,\\xc2\\xa0Infinity Assurance,\\xc2\\xa0Warranty Programs Service Administration,nan,\\xc2\\xa0New Delhi,\\xc2\\xa0Indian Angel Network,Seed Funding,"\\xc2\\xa0600,000",
2613,10/7/2015,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,nan,\\xc2\\xa0Gurgaon,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,"\\xc2\\xa0685,000",
2614,10/7/2015,\\xc2\\xa0Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,nan,\\xc2\\xa0Mumbai,\\xc2\\xa0IndianIdeas.com,Private Equity,"\\xc2\\xa019,350,000",\\xc2\\xa0Late Stage
2615,13/7/2015,\\xc2\\xa0Ameyo,\\xc2\\xa0Contact Center Software Platform,nan,\\xc2\\xa0Gurgaon,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,"\\xc2\\xa05,000,000",\\xc2\\xa0Series A
2616,13/7/2015,\\xc2\\xa0Mamagoto,\\xc2\\xa0Casual Dining restaurant Chain,nan,\\xc2\\xa0New Delhi,\\xc2\\xa0Goldman Sachs,Private Equity,"\\xc2\\xa010,000,000",\\xc2\\xa0Series A
2617,13/7/2015,\\xc2\\xa0Satvacart,\\xc2\\xa0Online Grocery Delivery,nan,\\xc2\\xa0Gurgaon,\\xc2\\xa0Palaash Ventures,Seed Funding,\\xc2\\xa0N/A,
2618,14/7/2015,MySmartPrice,Online comparison engine,nan,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,"10,000,000",Series B
2619,14/7/2015,Zenify,Residential Rental management platform,nan,Bangalore,Atul Jalan,Seed Funding,\\xc2\\xa0N/A,
2620,14/7/2015,Boxmyspace,Physical Storage warehouses,nan,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,"300,000",
2621,14/7/2015,HackerRank,Tech Recruitment platform,nan,Bangalore,HR Technology fund,Private Equity,"7,500,000",Series C
2622,14/7/2015,WickedRide,Bike Rental Platform,nan,Bangalore,Undisclosed,Seed Funding,"790,000",
2623,14/7/2015,WoWexpress,Tech enabled logistics platform,nan,Mumbai,Tamarind Family Private Trust,Seed Funding,"500,000",
2624,15/7/2015,Oyo Rooms,Budget Hotel Accommodation,nan,Gurgaon,"Softbank, Sequoia Capital",Private Equity,"100,000,000",Series B
2625,15/7/2015,Mobikon,Restaurant customer engagement platform,nan,Pune,Jungle Ventures,Private Equity,"2,300,000",Series B
2626,15/7/2015,InstaLively.com,Live video streaming app,nan,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,N/A,
2627,15/7/2015,Roadrunnr,Hyper local logistics platform,nan,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,"11,000,000",Series A
2628,16/7/2015,Ketto,Crowd Funding Platform,nan,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,"700,000",
2629,17/7/2015,QuikWallet,F&B sector Mobile Payment platform,nan,Mumbai,Snow Leopard Technology Ventures,Private Equity,"1,600,000",Follow on Funding
2630,17/7/2015,Omnikart,Industrial Supplies B2B ecommerce,nan,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,"100,000",
2631,20/7/2015,Zo Rooms,Online budget hotel chain,nan,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,"15,000,000",No confirmation
2632,20/7/2015,Innoviti,Payment Solutions platform,nan,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,"4,850,000",Series A
2633,21/7/2015,ZenRadius,Online Hiring Platform,nan,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,N/A,
2634,21/7/2015,Joy by nature,Organic Food ecommerce,nan,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,"1,000,000",Series A
2635,22/7/2015,Iqlect,Big Data & Analytics platform,nan,Bangalore,Exfinity Venture Partners,Private Equity,"2,000,000",Series A
2636,22/7/2015,deGustibus,Fine Dining Restaurant Chain,nan,Mumbai,India Value Fund Advisors,Private Equity,"30,000,000",Late Stage
2637,23/7/2015,Nestaway,Luxury Rental Homes,nan,Bangalore,"Flipkart, Tiger Global",Private Equity,"12,750,000",Series A
2638,23/7/2015,Mswipe,Mobile Point of Sale payment solution,nan,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,"25,000,000",Series B
2639,23/7/2015,Myonsto,Online Grocers,nan,Ahmedabad,Jayant Bokadia,Seed Funding,"320,000",
2640,23/7/2015,iCrushiFlush,Casual Dating App,nan,Mumbai,IDG Ventures India,Seed Funding,N/A,
2641,23/7/2015,MedGenome,Clinical Genomics Provider,nan,Bangalore,Sequoia Capital,Private Equity,"20,000,000",Series B
2642,23/7/2015,HolidayIQ,Travel information portal,nan,Bangalore,MakeMyTrip,Private Equity,"15,000,000",Strategic Investment
2643,23/7/2015,Fitternity,Fitness Marketplace,nan,Mumbai,Exfinity Venture Partners,Private Equity,"1,000,000",Series A
2644,23/7/2015,Quikr,Online & Mobile classified listings,nan,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,"60,000,000",Late Stage
2645,23/7/2015,JetSetGo,Private Jet/ Helicopter Marketplace,nan,New Delhi,YourWeCan Ventures,Seed Funding,N/A,
2646,24/7/2015,BroEx,Real Estate Broker network App,nan,Gurgaon,Lightspeed India,Private Equity,"1,000,000",Bridge round
2647,25/7/2015,Shopatplaces,Ethnic/ Traditional Fashion Store,nan,New Delhi,Indian Angel Network,Seed Funding,N/A,
2648,25/7/2015,CredR,Used Bikes Marketplace,nan,Mumbai,Fidelity Growth Partners,Private Equity,"15,000,000",Series A
2649,27/7/2015,ManageMySpa,Spa & Salon Management Software,nan,Hyderabad,Accel Partners,Private Equity,"6,000,000",Series A
2650,27/7/2015,Townrush,B2B logistics delivery platform,nan,Bangalore,Lightspeed Venture Partners,Seed Funding,N/A,
2651,27/7/2015,Locus,Logistics Automation Platform,nan,Bangalore,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,N/A,
2652,27/7/2015,Bevy,Online Hiring Platform,nan,Bangalore,Varun Agarwal & Others,Seed Funding,N/A,
2653,28/7/2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,nan,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,"100,000,000",Series D
2654,28/7/2015,Flipkart.com,Online Marketplace,nan,Bangalore,Steadview Capital and existing investors,Private Equity,"700,000,000","Late Stage, 10th Round More here"
2655,28/7/2015,Opinio,Hyperlocal food & grocery store,nan,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,"1,300,000",
2656,28/7/2015,Zoctr,Health-Tech platform,nan,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,"1,000,000",
2657,29/7/2015,Zimmber,Hyperlocal Handyman Services,nan,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,"2,000,000",Series A
2658,29/7/2015,trueHb,Medical Tech Instruments,nan,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,"2,400,000",
2659,29/7/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,nan,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,"50,000,000",Series A
2660,29/7/2015,Swajal,Innovative Water Solutions,nan,Gurgaon,Abhishek Gupta,Private Equity,"1,200,000",Series A
2661,30/7/2015,Pipa Bella,Online Jewelry Store,nan,Mumbai,LionRock Capital,Private Equity,"600,000",Pre-Series A
2662,30/7/2015,Pragmatix,Business intelligence & Analytics,nan,Mumbai,SIDBI Venture Capital Ltd,Private Equity,"2,400,000",Series A
2663,30/7/2015,Droom.in,Used Vehicle Marketplace,nan,New Delhi,"Lightbox Ventures, Beenos",Private Equity,"16,000,000",Series A
2664,30/7/2015,MadRat Games,Educational Board Games,nan,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,"168,000",
2665,30/7/2015,Noodle Play,Chinese food delivery,nan,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,"168,000",
2666,30/7/2015,Wassup,On-Demand Laundry & Dry cleaning App,nan,Chennai,B S Nagesh,Private Equity,N/A,Pre-Series A
2667,30/7/2015,Cartisan,On-Demand Car services App,nan,Bangalore,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,N/A,
2668,31/7/2015,LazyLad,Hyperlocal Grocery App,nan,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,"500,000",pre-Series A
2669,31/7/2015,TripFactory,Online Curated Holiday package bookings,nan,Bangalore,"Aarin Capital Partners,",Private Equity,N/A,Series A
2670,31/7/2015,Prothom,Hasbro Toy Manufacturer,nan,Pune,Oliphabs Capital,Private Equity,"2,000,000",Series A
2671,31/7/2015,Bona Vita,Travel Tech,nan,Gurgaon,MakeMyTrip,Private Equity,"5,000,000",Strategic Investment
2675,01/06/2015,Vyomo,Beauty and Wellness Platform,nan,New Delhi,Aprameya Radhakrishna,Seed Funding,N/A,
2676,01/06/2015,Veeba Foods,Healthy Food Manufacturer,nan,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,"6,000,000",Series B
2677,01/06/2015,Truebil,Used Car Marketplace,nan,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,"500,000",
2678,01/06/2015,Meritnation,Online Learning Platform,nan,New Delhi,InfoEdge,Private Equity,"4,000,000",Series C
2679,01/06/2015,Eattreatonline,Healthy Food Online Community,nan,New Delhi,Group of 15 Angel Investors,Seed Funding,"350,000",
2680,01/06/2015,CredR,Used two-wheeler Marketplace,nan,Mumbai,GrowthStory,Seed Funding,N/A,
2681,01/06/2015,Glamrs,Online Fashion Video Portal,nan,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,"1,000,000",Pre-Series A
2682,01/06/2015,Proviera,Probiotic Technology Products Manufacturer,nan,Chennai,Infuse Ventures,Private Equity,"550,000",
2683,01/06/2015,Arth DesignBuild,Architectural Design & Consulting,nan,Hyderabad,Srinivas Tirupati,Seed Funding,"500,000",
2684,02/06/2015,Saama,Big Data & Analytics Services,nan,Pune / US,Carrick Capital Partners,Private Equity,"35,000,000",Series A
2685,02/06/2015,AllIzHealth,Preventive Healthcare Services,nan,Pune,Mumbai Angels & Other angel investors,Seed Funding,"350,000",
2686,02/06/2015,Karma Healthcare,Tech-enabled Rural Healthcare Services,nan,Udaipur,Ennovent Impact Investment Holding,Private Equity,N/A,Series A
2687,03/06/2015,Entropy Innovations,Engineering Innovations,nan,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,N/A,
2688,03/06/2015,Propstack,Real Estate Intelligence Platform,nan,Mumbai,DMG Information,Private Equity,"3,000,000",Series A
2689,03/06/2015,MyTaxiIndia,Online Car Rental Affiliates,nan,New Delhi,Green House Ventures,Seed Funding,"100,000",
2690,03/06/2015,Arkin Net,Data Center Software platform,nan,Pune / US,Nexus Venture Partners,Private Equity,"15,000,000",Series B
2691,03/06/2015,Little Black Book Delhi,Online City & Lifestyle Guide,nan,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,"150,000",
2692,03/06/2015,MyPoolin,P2P Payments platform,nan,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,N/A,
2693,03/06/2015,iCustomadeit,Bespoke Merchandize Marketplace,nan,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,"250,000",
2694,03/06/2015,KAARYAH,Women Lifestyle Marketplace,nan,Gurgaon,Ratan Tata,Seed Funding,N/A,
2695,04/06/2015,Ecom Express,Logistics Solution Provider,nan,New Delhi,Warburg Pincus,Private Equity,"137,000,000",Series C
2696,04/06/2015,Vidooly,Video Intelligence Platform,nan,Noida,Bessemer Venture Partners,Private Equity,"1,000,000",Pre-Series A
2697,04/06/2015,Zopper,Hyperlocal Shopping App,nan,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,"20,000,000",Series C
2698,04/06/2015,Flipkart,eCommerce platform,nan,Bangalore,Morgan Stanley,Private Equity,"50,000,000",Late Stage
2699,05/06/2015,kWatt Solutions,Renewable energy solutions,nan,Mumbai,N/A,Seed Funding,"500,000",
2700,05/06/2015,Medwell Ventures,Healthcare\\nService provider,nan,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,"10,000,000",Series A
2701,05/06/2015,Jugnoo,Auto Rickshaw Based Services,nan,Chandigarh,"Snow Leopard, Paytm",Private Equity,"5,000,000",Series A
2702,08/06/2015,PosterGully,Artist / Designer Marketplace,nan,New Delhi,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed Funding,N/A,
2703,08/06/2015,Applied Solar Technologies,Off-grid Solar Power,nan,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,"40,000,000",Series B
2704,09/06/2015,Clovia,Private Label lingerie Ecommerce,nan,New Delhi,IvyCap Ventures,Private Equity,"5,000,000",Series A
2705,09/06/2015,Swiggy,Online Food Ordering,nan,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,"16,500,000",Series B
2706,09/06/2015,PayMango,Mobile Commerce Platform,nan,Gurgaon,Group of Angel Investors,Seed Funding,"234,000",
2707,09/06/2015,Printland,Online Printing Services,nan,New Delhi,SIDBI Venture Capital Ltd,Private Equity,N/A,Series A
2708,09/06/2015,Teritree,Digital Marketing Services,nan,Bangalore,KCL,Seed Funding,"140,000",
2709,10/06/2015,Guiddoo,Travel Guide Mobile App,nan,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,N/A,
2710,10/06/2015,Voonik,Fashion Ecommerce store,nan,Bangalore,"Sequoia Capital, Seedfund",Private Equity,"5,000,000",Series A
2711,11/06/2015,AdStringO,Mobile Compression Software,nan,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,"350,000",
2712,11/06/2015,Faircent.com,Peer to Peer Lending platform,nan,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,"250,000",Pre-Series A
2713,12/06/2015,La Renon,Global Healthcare products,nan,Ahmedabad,Sequoia Capital,Private Equity,"16,000,000",Series A
2714,15/06/2015,Homelane,Home Furnishing Solutions,nan,Bangalore,Sequoia Capital,Private Equity,"50,000,000",Series B
2715,15/06/2015,iSTAR,Skill Training & Placement Platform,nan,Bangalore,Unitus Seed Fund,Private Equity,N/A,Series A
2716,15/06/2015,Shippr,Intra-City Logistics service,nan,Bangalore,i2india Pvt Ltd,Seed Funding,"500,000",
2717,16/06/2015,FoodAbhi,online tiffin service aggregator,nan,Mumbai,Group of angel investors,Seed Funding,N/A,
2718,16/06/2015,Karma Recycling,Electronic Goods recycling service,nan,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,N/A,Series A
2719,16/06/2015,CouponRaja,Online Coupon & comparison platform,nan,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,"500,000",
2720,17/06/2015,Babychakra,Parents & Kids Online platform,nan,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,N/A,
2721,17/06/2015,Jiffstore,Online Grocery platform,nan,Bangalore,"Unitus Seed Fund, Times Internet",Seed Funding,N/A,additional funding round
2722,17/06/2015,MyDentist,Dental Clinic chain,nan,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,"8,200,000",Series C
2723,18/06/2015,Moovo,On-Demand Logistics Service,nan,New Delhi,YouWeCan Ventures,Seed Funding,N/A,
2724,18/06/2015,Fracktal Works,3D Printer Manufacturer,nan,Bangalore,Neoteric Infomatique Limited,Private Equity,"3,000,000",Series A
2725,18/06/2015,Hansa Customer Equity,IT / Customer Engagement Consulting,nan,Mumbai,ASK Pravi,Private Equity,"5,000,000",Series A
2726,18/06/2015,HealthifyMe,Health & Fitness App,nan,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Equity,N/A,Series A
2727,18/06/2015,CAKART.in,Online Education Marketplace,nan,Bangalore,Sunil Maheshwari & group of investors,Seed Funding,N/A,
2728,19/06/2015,Housejoy,Home services marketplace,nan,Bangalore,Matrix Partners,Private Equity,"4,000,000",Series A
2729,19/06/2015,FundsIndia.com,Financial Services Platform,nan,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,"11,000,000",Series C
2730,20/06/2015,Cupick,Social Network for Artists,nan,Bangalore,Group of Angel Investors from US/India,Seed Funding,"120,000",
2731,20/06/2015,Tracxn,Startup funding platform,nan,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,"10,000,000",Series A
2732,21/06/2015,Holachef,Food Delivery Platform,nan,Mumbai,"Kalaari Capital, India Quotient",Private Equity,"3,100,000",Series A
2733,22/06/2015,elong,Data Driven recruitment recommendation,nan,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,"5,000,000",Series A
2734,22/06/2015,Ixigo,Travel Search Engine,nan,Gurgaon,Micromax Informatics,Private Equity,N/A,Strategic Investment
2735,22/06/2015,SkillAngels,Brain Games Platform,nan,Chennai,Sprout Angels LLP,Seed Funding,N/A,
2736,22/06/2015,Vidgyor,Video Advertisement Platform,nan,Bangalore,AngelPrime,Seed Funding,"500,000",
2737,22/06/2015,Banihal,Algorithmic Match Making Platform,nan,New Delhi / California,Dr David Cheriton,Seed Funding,N/A,
2738,23/06/2015,Goodservice,Mobile Chat based concierge service,nan,New Delhi,Sequoia Capital,Private Equity,"1,600,000",Series A
2739,23/06/2015,Treebo,Online Budget Hotel Booking Service,nan,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,"6,000,000",Series A
2740,23/06/2015,EduKart,Online education marketplace,nan,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,"1,000,000",Series A
2741,23/06/2015,Healthians.com,Preventive healthcare services,nan,Hyderabad,YouWeCan Ventures,Seed Funding,N/A,
2742,24/06/2015,LabInApp,Science Learning App,nan,Bangalore,Unitus Seed Fund,Seed Funding,N/A,
2743,24/06/2015,Syona Cosmetics,Beauty and Wellness platform,nan,Chennai,Chennai Angels,Seed Funding,N/A,
2744,24/06/2015,Sigrid Education,Online Education Platform,nan,Noida,Oliphans Capital,Seed Funding,N/A,
2745,24/06/2015,Indix,SaaS product intelligence platform,nan,,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,"15,000,000",Series C
2746,24/06/2015,The Porter,Logistics Tech,nan,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,"5,500,000",Series A
2747,24/06/2015,Retention.ai,App Analytics platform,nan,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,"500,000",
2748,25/06/2015,Fusion Microfinance,Micro Finance Platform,nan,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,"8,600,000",Series C
2749,25/06/2015,Zinka,Freight logistics platform,nan,Bangalore,"Accel Partners, Flipkart",Private Equity,"6,000,000",Series A
2750,26/06/2015,CreditMantri,Credit Management Services,nan,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,"2,500,000",Series A
2751,26/06/2015,GetMyPeon,Hyperlocal Handyman Services,nan,Mumbai,Undisclosed investors,Seed Funding,"250,000",
2752,29/06/2015,UrbanClap,Hyperlocal services marketplace,nan,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,"10,000,000",Series A
2753,29/06/2015,StayGlad,Beauty services Mobile Marketplace,nan,Bangalore,"Tracxn Labs, Sahil Barua",Seed Funding,N/A,
2754,29/06/2015,AdWyze,Marketing / Advertising Automation platform,nan,Bangalore,Mape Advisory,Seed Funding,"1,000,000",
2755,29/06/2015,Zimmber,Hyperlocal Handyman Services,nan,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,"400,000",
2756,30/06/2015,Buttercups,Online Lingerie platform,nan,Bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese",Seed Funding,N/A,
2757,30/06/2015,RailYatri,Railways Information Mobile app,nan,Bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama",Private Equity,N/A,Pre-Series A
2758,30/06/2015,aagaar.com,Hyperlocal grocery delivery,nan,Gurgaon,Group of Investors,Seed Funding,N/A,
2759,30/06/2015,Flatchat,Flat rental Mobile App,nan,Bangalore,Commonfloor,Private Equity,"2,500,000",Strategic Funding
